category,name,object,scene,x,y,schema,objectIndex,npcId,spriteI,dropType,size,keyUse,groupCount,target,targetBis,linkedTorch,objectiveCleared,destination,statsId,level,skillId,moduleId,container,destI,tier,keyId,pickup,npcToFreeCount,duration,torchGroupCount,isStartCheckpoint,torchesCount,dropXp
enemies,Enemy,Dungeon5 091 DodgerT3 S1,Dungeon5,1244,-218,Enemy,134713,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 092 DodgerT3 S1,Dungeon5,1245,-220,Enemy,134723,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 093 DodgerT3 S1,Dungeon5,1244,-222,Enemy,134733,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 094 DodgerT3 S1,Dungeon5,1266,-222,Enemy,134743,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 095 DodgerT3 S1,Dungeon5,1266,-218,Enemy,134753,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 096 DodgerT3 S1,Dungeon5,1265,-220,Enemy,134763,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 097 DodgerT3 S2,Dungeon5,1253,-220,Enemy,134773,,135,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 098 DodgerT3 S2,Dungeon5,1257,-220,Enemy,134784,,135,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 099 DodgerT3 S1,Dungeon5,1265,-210,Enemy,134796,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 100 DodgerT3 S1,Dungeon5,1286,-225,Enemy,134806,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 101 DodgerT3 S1,Dungeon5,1275,-230,Enemy,134816,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 102 DodgerT3 S1,Dungeon5,1235,-230,Enemy,134826,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 103 DodgerT3 S1,Dungeon5,1224,-225,Enemy,134836,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 104 DodgerT3 S1,Dungeon5,1224,-215,Enemy,134846,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 105 DodgerT3 S1,Dungeon5,1286,-215,Enemy,134856,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 106 DodgerT3 S1,Dungeon5,1275,-210,Enemy,134866,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 107 DodgerT3 S1,Dungeon5,1245,-210,Enemy,134876,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 108 DodgerT3 S1,Dungeon5,1235,-210,Enemy,134886,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 109 DodgerT3 S1,Dungeon5,1265,-230,Enemy,134896,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 110 DodgerT3 S1,Dungeon5,1245,-230,Enemy,134906,,134,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 111 DodgerT3 S2,Dungeon5,1296,-220,Enemy,134916,,135,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 112 DodgerT3 S2,Dungeon5,1214,-220,Enemy,134927,,135,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 113 FighterT2 S1,Dungeon5,1239,-23,Enemy,134942,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 114 FighterT2 S1,Dungeon5,1239,-7,Enemy,134950,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 115 FighterT2 S1,Dungeon5,1247,-15,Enemy,134958,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 116 FighterT2 S1,Dungeon5,1247,1,Enemy,134966,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 117 FighterT2 S1,Dungeon5,1247,-31,Enemy,134974,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 118 FighterT2 S1,Dungeon5,1263,-31,Enemy,134982,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 119 FighterT2 S1,Dungeon5,1263,1,Enemy,134990,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 120 FighterT2 S1,Dungeon5,1263,-15,Enemy,134998,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 121 FighterT2 S1,Dungeon5,1271,-23,Enemy,135006,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 122 FighterT2 S1,Dungeon5,1271,-7,Enemy,135014,,71,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Dungeon5 123 FighterT3 S1,Dungeon5,1223,-23,Enemy,135023,,82,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 124 FighterT3 S1,Dungeon5,1223,-7,Enemy,135029,,82,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 125 FighterT3 S1,Dungeon5,1247,1,Enemy,135035,,82,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 126 FighterT3 S2,Dungeon5,1247,-31,Enemy,135041,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 127 FighterT3 S1,Dungeon5,1263,-31,Enemy,135051,,82,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 128 FighterT3 S2,Dungeon5,1263,1,Enemy,135057,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 129 FighterT3 S1,Dungeon5,1287,-23,Enemy,135067,,82,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 130 FighterT3 S1,Dungeon5,1287,-7,Enemy,135073,,82,,1,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 131 FighterT3 S3,Dungeon5,1255,-7,Enemy,135080,,132,,3,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 132 ShooterT3 S2,Dungeon5,1239,-7,Enemy,135091,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 133 ShooterT3 S2,Dungeon5,1239,-23,Enemy,135095,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 134 ShooterT3 S2,Dungeon5,1271,-23,Enemy,135099,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 135 ShooterT3 S2,Dungeon5,1271,-7,Enemy,135103,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 136 FighterT3 S2,Dungeon5,1158,107,Enemy,135120,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 137 FighterT3 S2,Dungeon5,1157.86,108.41,Enemy,135130,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 138 FighterT3 S2,Dungeon5,1157.43,109.76,Enemy,135140,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 139 FighterT3 S2,Dungeon5,1156.75,111,Enemy,135150,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 140 FighterT3 S2,Dungeon5,1155.82,112.07,Enemy,135160,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 141 FighterT3 S2,Dungeon5,1154.7,112.94,Enemy,135170,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 142 FighterT3 S2,Dungeon5,1153.43,113.56,Enemy,135180,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 143 FighterT3 S2,Dungeon5,1152.06,113.92,Enemy,135190,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 144 FighterT3 S2,Dungeon5,1150.65,113.99,Enemy,135200,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 145 FighterT3 S2,Dungeon5,1149.25,113.78,Enemy,135210,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 146 FighterT3 S2,Dungeon5,1147.92,113.28,Enemy,135220,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 147 FighterT3 S2,Dungeon5,1146.72,112.54,Enemy,135230,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 148 FighterT3 S2,Dungeon5,1145.69,111.56,Enemy,135240,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 149 FighterT3 S2,Dungeon5,1144.88,110.4,Enemy,135250,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 150 FighterT3 S2,Dungeon5,1144.32,109.1,Enemy,135260,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 151 FighterT3 S2,Dungeon5,1144.04,107.71,Enemy,135270,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 152 FighterT3 S2,Dungeon5,1144.04,106.29,Enemy,135280,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 153 FighterT3 S2,Dungeon5,1144.32,104.9,Enemy,135290,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 154 FighterT3 S2,Dungeon5,1144.88,103.6,Enemy,135300,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 155 FighterT3 S2,Dungeon5,1145.69,102.44,Enemy,135310,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 156 FighterT3 S2,Dungeon5,1146.72,101.46,Enemy,135320,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 157 FighterT3 S2,Dungeon5,1147.92,100.72,Enemy,135330,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 158 FighterT3 S2,Dungeon5,1149.25,100.22,Enemy,135340,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 159 FighterT3 S2,Dungeon5,1150.65,100.01,Enemy,135350,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 160 FighterT3 S2,Dungeon5,1152.06,100.08,Enemy,135360,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 161 FighterT3 S2,Dungeon5,1153.43,100.44,Enemy,135370,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 162 FighterT3 S2,Dungeon5,1154.7,101.06,Enemy,135380,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 163 FighterT3 S2,Dungeon5,1155.82,101.93,Enemy,135390,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 164 FighterT3 S2,Dungeon5,1156.75,103,Enemy,135400,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 165 FighterT3 S2,Dungeon5,1157.43,104.24,Enemy,135410,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 166 FighterT3 S2,Dungeon5,1157.86,105.59,Enemy,135420,,162,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Boss/enemy,Dungeon5 167 Boss4 T3 S3,Dungeon5,1255,438,Enemy,135434,,163,,3,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 168 ShooterT3 S2 Sniper,Dungeon5,1325,83,Enemy,135538,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 169 ShooterT3 S2 Sniper,Dungeon5,1333,75,Enemy,135543,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
enemies,Enemy,Dungeon5 170 ShooterT3 S2 Sniper,Dungeon5,1341,83,Enemy,135548,,101,,2,,,,,,,,,,,,,,3,,,,,,,,
crystals,XP crystal,Temple1Destroyable0,Temple1,-702,-398.66,CrystalDestroyable,137191,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable1,Temple1,-703,-397.87,CrystalDestroyable,137194,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable2,Temple1,-736.07,-344,CrystalDestroyable,137197,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable3,Temple1,-737,-342.37,CrystalDestroyable,137200,,,,3,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable4,Temple1,-738.07,-344,CrystalDestroyable,137203,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable5,Temple1,-739.07,-342.98,CrystalDestroyable,137206,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable6,Temple1,-735.07,-342.98,CrystalDestroyable,137209,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable7,Temple1,-704,-398.66,CrystalDestroyable,137212,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable8,Temple1,-737.07,-345,CrystalDestroyable,137215,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable9,Temple1,-703,-399,CrystalDestroyable,137218,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Temple1Destroyable10,Temple1,-707,-386,CrystalDestroyable,137221,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable11,Temple1,-705,-388,CrystalDestroyable,137224,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable12,Temple1,-699,-386,CrystalDestroyable,137227,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable13,Temple1,-705,-384,CrystalDestroyable,137230,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable14,Temple1,-701,-388,CrystalDestroyable,137233,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable15,Temple1,-703,-388,CrystalDestroyable,137236,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable16,Temple1,-703,-384,CrystalDestroyable,137239,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable17,Temple1,-705,-386,CrystalDestroyable,137242,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable18,Temple1,-703,-390,CrystalDestroyable,137245,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable19,Temple1,-703,-382,CrystalDestroyable,137248,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable20,Temple1,-701,-386,CrystalDestroyable,137251,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable21,Temple1,-703,-386,CrystalDestroyable,137254,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Temple1Destroyable22,Temple1,-701,-384,CrystalDestroyable,137257,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Temple1Destroyable23,Temple1,-751.13,-381.63,CrystalDestroyable,137260,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable24,Temple1,-750.23,-381.51,CrystalDestroyable,137263,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Temple1Destroyable25,Temple1,-751.67,-380.89,CrystalDestroyable,137266,,,,0,,,,,,,,,,,,,,,,,,,,,,true
jars,hp,Temple1Destroyable26,Temple1,-772.92,-378.34,Jar,137273,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
jars,hp,Temple1Destroyable27,Temple1,-768.98,-378.42,Jar,137276,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
jars,nothing,Temple1Destroyable28,Temple1,-851,-361,Jar,137279,,11,0,1,,,,,,,,,,,,,,,,,,,,,,
jars,nothing,Temple1Destroyable29,Temple1,-851,-371,Jar,137282,,11,0,1,,,,,,,,,,,,,,,,,,,,,,
jars,hp,Temple1Destroyable30,Temple1,-827,-371,Jar,137285,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
jars,hp,Temple1Destroyable31,Temple1,-827,-361,Jar,137288,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Temple1Hp0,Temple1,-839,-409,Pickup,137625,,18,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,CavePowerBombLevel0,Temple1,-771,-323,Pickup,137642,,164,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Temple1ScarabPickup0,Temple1,-851,-361,Pickup,137663,,35,,,,,,,,,,,,,,,,,,,,,,,,
enemies,Enemy,Temple1 000 CrosserT1 S2 Solid,Temple1,-703,-366,Enemy,137806,,52,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 001 ShooterT1 S2 Solid,Temple1,-717,-411,Enemy,137817,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 002 ShooterT1 S2 Solid,Temple1,-693,-399,Enemy,137821,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 003 BusherT1 S2,Temple1,-777,-351,Enemy,137826,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 004 BusherT1 S2,Temple1,-765,-351,Enemy,137862,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 005 BusherT1 S2,Temple1,-761,-359,Enemy,137898,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 006 BusherT1 S2,Temple1,-781,-359,Enemy,137934,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 007 CrosserT1 S1 Solid,Temple1,-811,-366,Enemy,137971,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 009 CrosserT1 S1 Solid,Temple1,-799,-366,Enemy,137981,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 010 BusherT1 S2,Temple1,-833,-385,Enemy,137992,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 011 BusherT1 S2,Temple1,-849.57,-384.93,Enemy,138028,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 012 BusherT1 S2,Temple1,-836,-392,Enemy,138064,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 013 CrosserT1 S1 Solid Rotative Mess,Temple1,-737,-386,Enemy,138101,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 014 SneakerT2 S1,Temple1,-812,-406,Enemy,138115,,49,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 015 SneakerT2 S1,Temple1,-798,-406,Enemy,138122,,49,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 016 PiercerT1 S1,Temple1,-799.59,-403.4,Enemy,138130,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 017 PiercerT1 S1,Temple1,-801.26,-401.31,Enemy,138134,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 018 PiercerT1 S1,Temple1,-810.41,-403.4,Enemy,138138,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 019 PiercerT1 S1,Temple1,-810.41,-408.6,Enemy,138142,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 020 PiercerT1 S1,Temple1,-808.74,-410.69,Enemy,138146,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 021 PiercerT1 S1,Temple1,-801.26,-410.69,Enemy,138150,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 022 PiercerT1 S1,Temple1,-799.59,-408.6,Enemy,138154,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 023 PiercerT1 S1,Temple1,-808.74,-401.31,Enemy,138158,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 024 SneakerT1 S2,Temple1,-799,-406,Enemy,138163,,165,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 025 SneakerT1 S2,Temple1,-811,-406,Enemy,138168,,165,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 026 PiercerT1 S1,Temple1,-813,-406,Enemy,138173,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 027 PiercerT1 S1,Temple1,-797,-406,Enemy,138177,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 028 PiercerT1 S1,Temple1,-805,-413,Enemy,138181,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 029 PiercerT1 S1,Temple1,-805,-399,Enemy,138185,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 030 CrosserT1 S1 Solid,Temple1,-805,-406,Enemy,138191,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 031 PiercerT1 S1,Temple1,-727,-409,Enemy,138205,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 032 PiercerT1 S1,Temple1,-727,-403,Enemy,138209,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 033 PiercerT1 S1,Temple1,-728,-404,Enemy,138213,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 034 PiercerT1 S1,Temple1,-727,-405,Enemy,138217,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 035 PiercerT1 S1,Temple1,-726,-406,Enemy,138221,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 036 PiercerT1 S1,Temple1,-727,-407,Enemy,138225,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 037 PiercerT1 S1,Temple1,-728,-408,Enemy,138229,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 038 PiercerT1 S1,Temple1,-726,-402,Enemy,138233,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 039 PiercerT1 S1,Temple1,-725,-401,Enemy,138237,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 040 PiercerT1 S1,Temple1,-724,-400,Enemy,138241,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 041 PiercerT1 S1,Temple1,-726,-410,Enemy,138245,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 042 PiercerT1 S1,Temple1,-725,-411,Enemy,138249,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 043 PiercerT1 S1,Temple1,-724,-412,Enemy,138253,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 044 PiercerT2 S1,Temple1,-724,-408,Enemy,138258,,96,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 045 PiercerT2 S1,Temple1,-724,-404,Enemy,138262,,96,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 046 BusherT1 S2,Temple1,-737,-400,Enemy,138266,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 047 BusherT1 S2,Temple1,-737,-412,Enemy,138302,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 048 BusherT1 S2,Temple1,-749,-406,Enemy,138338,,77,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 049 DodgerT1 S1,Temple1,-843.95,-362.05,Enemy,138379,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 050 DodgerT1 S1,Temple1,-832,-367,Enemy,138389,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 051 DodgerT1 S1,Temple1,-839,-360,Enemy,138399,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 052 DodgerT1 S1,Temple1,-834.05,-362.05,Enemy,138409,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 053 DodgerT1 S1,Temple1,-846,-367,Enemy,138419,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 054 DodgerT1 S1,Temple1,-843.95,-371.95,Enemy,138429,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 055 DodgerT1 S1,Temple1,-839,-374,Enemy,138439,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 056 DodgerT1 S1,Temple1,-834.05,-371.95,Enemy,138449,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 057 DodgerT2 S2,Temple1,-848,-367,Enemy,138460,,166,,2,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 058 DodgerT2 S2,Temple1,-830,-367,Enemy,138471,,166,,2,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 059 PiercerT1 S1,Temple1,-847,-365,Enemy,138483,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 060 PiercerT1 S1,Temple1,-831,-365,Enemy,138487,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 061 PiercerT1 S1,Temple1,-847,-370,Enemy,138491,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 062 PiercerT1 S1,Temple1,-831,-370,Enemy,138495,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Temple1 063 DodgerT2 S3,Temple1,-839,-367,Enemy,138499,,94,,3,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 064 DodgerT2 S1,Temple1,-741,-367,Enemy,138516,,56,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 065 DodgerT2 S1,Temple1,-733,-367,Enemy,138526,,56,,1,,,,,,,,,,,,,,2,,,,,,,,
enemies,Enemy,Temple1 066 DodgerT1 S1,Temple1,-725,-367,Enemy,138536,,93,,1,,,,,,,,,,,,,,1,,,,,,,,
